recipeTitle,maybe_not_about_the_recipe,positive_user_describing_changes,positive_user_made_as_written,question,thinks_ingredients_hard_to_find,thinks_recipe_is_flawed_due_to_cooking_time,thinks_recipe_is_flawed_due_to_flavor,thinks_recipe_is_flawed_due_to_technique_or_equipment,thinks_recipe_is_inauthentic,user_responding_to_other_user,url,totalComments
Kimchi Chicken Lettuce Wraps Recipe,0.017857142857142856,0.75,0.11607142857142858,0.044642857142857144,0.008928571428571428,0.0,0.044642857142857144,0.0,0.0,0.017857142857142856,https://cooking.nytimes.com/recipes/1024520-kimchi-chicken-lettuce-wraps,112.0
Spiced Seared Eggplant With Pearl Couscous Recipe,0.01702127659574468,0.7489361702127659,0.07659574468085106,0.08085106382978724,0.0,0.0,0.03404255319148936,0.03404255319148936,0.00851063829787234,0.0,https://cooking.nytimes.com/recipes/1020479-spiced-seared-eggplant-with-pearl-couscous,235.0
Chicken and White Bean Stew Recipe,0.009523809523809525,0.746031746031746,0.07301587301587302,0.06349206349206349,0.0,0.006349206349206349,0.06984126984126984,0.022222222222222223,0.0031746031746031746,0.006349206349206349,https://cooking.nytimes.com/recipes/767821616-chicken-and-white-bean-stew,315.0
Chicken and Cabbage Salad With Miso-Sesame Vinaigrette Recipe,0.023255813953488372,0.7441860465116279,0.12790697674418605,0.046511627906976744,0.0,0.03488372093023256,0.011627906976744186,0.0,0.0,0.011627906976744186,https://cooking.nytimes.com/recipes/1021462-chicken-and-cabbage-salad-with-miso-sesame-vinaigrette,86.0
Watermelon Salad With Fried Shallots and Fish Sauce Recipe,0.023255813953488372,0.7441860465116279,0.09302325581395349,0.06976744186046512,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,https://cooking.nytimes.com/recipes/1023191-watermelon-salad-with-fried-shallots-and-fish-sauce,43.0
Buldak Pizza (Korean Fire Chicken Pizza) Recipe,0.03225806451612903,0.7419354838709677,0.0,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.0,0.0,0.03225806451612903,https://cooking.nytimes.com/recipes/1023495-buldak-pizza-korean-fire-chicken-pizza,31.0
Japanese-Style Tuna Noodle Salad Recipe,0.012658227848101266,0.740506329113924,0.056962025316455694,0.06329113924050633,0.0189873417721519,0.0,0.0379746835443038,0.0189873417721519,0.0,0.05063291139240506,https://cooking.nytimes.com/recipes/1020939-japanese-style-tuna-noodle-salad,158.0
Rotisserie Chicken Salad With Greens and Herbs Recipe,0.15942028985507245,0.7391304347826086,0.07246376811594203,0.0,0.014492753623188406,0.0,0.014492753623188406,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1019999-rotisserie-chicken-salad-with-greens-and-herbs,69.0
Kimchi Ramen Recipe,0.10526315789473684,0.7368421052631579,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/770062509-kimchi-ramen,19.0
Taco Salad Recipe,0.064,0.736,0.048,0.032,0.008,0.0,0.08,0.008,0.024,0.0,https://cooking.nytimes.com/recipes/1024304-taco-salad,125.0
Diner Burgers Recipe,0.13333333333333333,0.7333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,https://cooking.nytimes.com/recipes/1027100-diner-burgers,15.0
Quick-Broiled Pork Chops With Peanuts and Gochujang Recipe,0.07692307692307693,0.7307692307692307,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,https://cooking.nytimes.com/recipes/1020000-quick-broiled-pork-chops-with-peanuts-and-gochujang,26.0
"Grilled Cheese With Jalapeño, Tomato and Fried Egg Recipe",0.0,0.7272727272727273,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,https://cooking.nytimes.com/recipes/1019995-grilled-cheese-with-jalapeno-tomato-and-fried-egg,11.0
Brothy Tomato Rice Soup Recipe,0.0392156862745098,0.7254901960784313,0.049019607843137254,0.09803921568627451,0.0,0.00980392156862745,0.029411764705882353,0.0196078431372549,0.0,0.029411764705882353,https://cooking.nytimes.com/recipes/1027056-brothy-tomato-rice-soup,102.0
Pad Kee Mao (Drunken Noodles) Recipe,0.00558659217877095,0.7206703910614525,0.0446927374301676,0.0782122905027933,0.01675977653631285,0.0,0.05027932960893855,0.0446927374301676,0.0111731843575419,0.027932960893854747,https://cooking.nytimes.com/recipes/1023044-pad-kee-mao-drunken-noodles,179.0
"Smashed Potatoes With Bacon, Cheese and Greens Recipe",0.0,0.72,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.04,https://cooking.nytimes.com/recipes/1020021-smashed-potatoes-with-bacon-cheese-and-greens,25.0
Cauliflower Alfredo Pasta Recipe,0.02,0.72,0.1,0.06,0.0,0.0,0.06,0.04,0.0,0.0,https://cooking.nytimes.com/recipes/1026812-cauliflower-alfredo-pasta,50.0
Sloppy Joes Recipe,0.10975609756097561,0.7195121951219512,0.07317073170731707,0.03048780487804878,0.0,0.006097560975609756,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.024390243902439025,https://cooking.nytimes.com/recipes/1020028-sloppy-joes,164.0
Spiced Couscous With Fragrant Steamed Fish Recipe,0.0,0.7192982456140351,0.05263157894736842,0.0,0.0,0.017543859649122806,0.10526315789473684,0.08771929824561403,0.0,0.017543859649122806,https://cooking.nytimes.com/recipes/1026754-spiced-couscous-with-fragrant-steamed-fish,57.0
Corn Risotto Recipe,0.01834862385321101,0.7186544342507645,0.0856269113149847,0.0581039755351682,0.0,0.024464831804281346,0.06422018348623854,0.024464831804281346,0.0030581039755351682,0.0030581039755351682,https://cooking.nytimes.com/recipes/1016753-corn-risotto,327.0
S’mores Recipe,0.09433962264150944,0.7169811320754716,0.0,0.0,0.0,0.0,0.018867924528301886,0.1320754716981132,0.0,0.03773584905660377,https://cooking.nytimes.com/recipes/1023383-smores,53.0
Easiest Chicken Noodle Soup Recipe,0.011146496815286623,0.7165605095541401,0.10828025477707007,0.028662420382165606,0.004777070063694267,0.011146496815286623,0.0589171974522293,0.04617834394904458,0.0031847133757961785,0.011146496815286623,https://cooking.nytimes.com/recipes/1020746-easiest-chicken-noodle-soup,628.0
Avocado-Black Bean Tostadas Recipe,0.047619047619047616,0.7142857142857143,0.19047619047619047,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1027324-avocado-black-bean-tostadas,21.0
Turkey Silog (Garlic Fried Rice With Eggs) Recipe,0.07142857142857142,0.7142857142857143,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,https://cooking.nytimes.com/recipes/1019755-turkey-silog-garlic-fried-rice-with-eggs,14.0
Seared Fish With Creamed Kale and Leeks Recipe,0.02040816326530612,0.7142857142857143,0.061224489795918366,0.0,0.0,0.08163265306122448,0.0,0.12244897959183673,0.0,0.0,https://cooking.nytimes.com/recipes/1021871-seared-fish-with-creamed-kale-and-leeks,49.0
B.J. Dennis’s Okra Stir-Fry With Rice Recipe,0.061224489795918366,0.7142857142857143,0.061224489795918366,0.12244897959183673,0.0,0.0,0.0,0.02040816326530612,0.0,0.02040816326530612,https://cooking.nytimes.com/recipes/1019180-bj-denniss-okra-stir-fry-with-rice,49.0
Herby Sweet Potato Soup With Peanuts Recipe,0.023952095808383235,0.7125748502994012,0.10179640718562874,0.08982035928143713,0.005988023952095809,0.005988023952095809,0.023952095808383235,0.029940119760479042,0.0,0.005988023952095809,https://cooking.nytimes.com/recipes/1024547-herby-sweet-potato-soup-with-peanuts,167.0
Shrimp Risotto Recipe,0.01694915254237288,0.711864406779661,0.06779661016949153,0.01694915254237288,0.0,0.03389830508474576,0.1016949152542373,0.01694915254237288,0.01694915254237288,0.01694915254237288,https://cooking.nytimes.com/recipes/1015647-shrimp-risotto,59.0
Sopa de Albóndigas (Mexican Meatball Soup) Recipe,0.0,0.7079646017699115,0.1504424778761062,0.035398230088495575,0.0,0.02654867256637168,0.017699115044247787,0.02654867256637168,0.017699115044247787,0.017699115044247787,https://cooking.nytimes.com/recipes/1020777-sopa-de-albondigas-mexican-meatball-soup,113.0
Japanese Curry With Chicken Meatballs  Recipe,0.016260162601626018,0.7073170731707317,0.11382113821138211,0.016260162601626018,0.024390243902439025,0.024390243902439025,0.04065040650406504,0.04878048780487805,0.0,0.008130081300813009,https://cooking.nytimes.com/recipes/1026680-japanese-curry-with-chicken-meatballs,123.0
Spicy Coconut Greens With Tomatoes and Shrimp Recipe,0.0,0.7049180327868853,0.06557377049180328,0.08196721311475409,0.0,0.06557377049180328,0.01639344262295082,0.03278688524590164,0.01639344262295082,0.01639344262295082,https://cooking.nytimes.com/recipes/1023459-spicy-coconut-greens-with-tomatoes-and-shrimp,61.0
"White Bean, Tuna and Kale Salad Recipe",0.022727272727272728,0.7045454545454546,0.09090909090909091,0.09090909090909091,0.0,0.0,0.022727272727272728,0.0,0.0,0.06818181818181818,https://cooking.nytimes.com/recipes/767637776-white-bean-tuna-and-kale-salad,44.0
Fried Cabbage  Recipe,0.07407407407407407,0.7037037037037037,0.037037037037037035,0.07407407407407407,0.0,0.0,0.037037037037037035,0.07407407407407407,0.0,0.0,https://cooking.nytimes.com/recipes/1026364-fried-cabbage,27.0
Hasselback Kielbasa Recipe,0.05454545454545454,0.703030303030303,0.11515151515151516,0.06060606060606061,0.0,0.006060606060606061,0.024242424242424242,0.03636363636363636,0.0,0.0,https://cooking.nytimes.com/recipes/1020004-hasselback-kielbasa,165.0
Arroz con Maiz y Crema (Cheesy Rice Casserole With Corn) Recipe,0.018867924528301886,0.6981132075471698,0.07547169811320754,0.09433962264150944,0.0,0.018867924528301886,0.05660377358490566,0.0,0.0,0.03773584905660377,https://cooking.nytimes.com/recipes/1024693-arroz-con-maiz-y-crema-cheesy-rice-casserole-with-corn,53.0
Eventide Fish Chowder Recipe,0.03488372093023256,0.6976744186046512,0.046511627906976744,0.046511627906976744,0.0,0.011627906976744186,0.046511627906976744,0.03488372093023256,0.03488372093023256,0.046511627906976744,https://cooking.nytimes.com/recipes/1021074-eventide-fish-chowder,86.0
"Roasted Fish With Ginger, Scallions and Soy Recipe",0.03488372093023256,0.6976744186046512,0.046511627906976744,0.03488372093023256,0.0,0.06976744186046512,0.05813953488372093,0.023255813953488372,0.0,0.03488372093023256,https://cooking.nytimes.com/recipes/1020020-roasted-fish-with-ginger-scallions-and-soy,86.0
Stewed Greens and Chickpeas With Toasted Garlic and Lemon Recipe,0.030303030303030304,0.696969696969697,0.09090909090909091,0.12121212121212122,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1027678-stewed-greens-and-chickpeas-with-toasted-garlic-and-lemon,33.0
Summer Corn and Seafood Chowder Recipe,0.0,0.6964285714285714,0.05357142857142857,0.08928571428571429,0.0,0.0,0.07142857142857142,0.017857142857142856,0.017857142857142856,0.05357142857142857,https://cooking.nytimes.com/recipes/754661985-summer-corn-and-seafood-chowder,56.0
Stir-Fried Cabbage and Pork in Fish Sauce Butter Recipe,0.009009009009009009,0.6936936936936937,0.14864864864864866,0.02252252252252252,0.0,0.013513513513513514,0.08558558558558559,0.013513513513513514,0.0,0.013513513513513514,https://cooking.nytimes.com/recipes/1026308-stir-fried-cabbage-and-pork-in-fish-sauce-butter,222.0
Mall-Style Vegetable Stir-Fry Recipe,0.02666666666666667,0.6933333333333334,0.04,0.08,0.0,0.013333333333333334,0.12,0.013333333333333334,0.013333333333333334,0.0,https://cooking.nytimes.com/recipes/1018978-mall-style-vegetable-stir-fry,75.0
Lamb Shoulder With Greens and Beans Recipe,0.0,0.6923076923076923,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,https://cooking.nytimes.com/recipes/1026727-lamb-shoulder-with-greens-and-beans,13.0
Best Oatmeal Chocolate Chip Muffins Recipe,0.0,0.6904761904761905,0.023809523809523808,0.047619047619047616,0.0,0.023809523809523808,0.09523809523809523,0.11904761904761904,0.0,0.0,https://cooking.nytimes.com/recipes/1026643-oatmeal-chocolate-chip-muffins,42.0
Takeout-Style Sesame Noodles Recipe,0.03066812705366922,0.6889375684556407,0.06681270536692223,0.11281489594742607,0.0208105147864184,0.007667031763417305,0.04600219058050383,0.01533406352683461,0.004381161007667032,0.0065717415115005475,https://cooking.nytimes.com/recipes/9558-takeout-style-sesame-noodles,913.0
Kerala Roadside Chicken Recipe,0.02608695652173913,0.6869565217391305,0.06086956521739131,0.10434782608695652,0.017391304347826087,0.008695652173913044,0.02608695652173913,0.02608695652173913,0.034782608695652174,0.008695652173913044,https://cooking.nytimes.com/recipes/1018782-kerala-roadside-chicken,115.0
Hot Honey Baked Sweet Potatoes Recipe,0.01020408163265306,0.6836734693877551,0.12244897959183673,0.11224489795918367,0.0,0.02040816326530612,0.030612244897959183,0.0,0.0,0.02040816326530612,https://cooking.nytimes.com/recipes/1026387-hot-honey-baked-sweet-potatoes,98.0
One-Pan Dumplings With Greens Recipe,0.012658227848101266,0.6835443037974683,0.10126582278481013,0.0759493670886076,0.012658227848101266,0.02531645569620253,0.0,0.06329113924050633,0.0,0.02531645569620253,https://cooking.nytimes.com/recipes/776879603-one-pan-dumplings-with-greens,79.0
Cucumber-Tomato Salad With Seared Halloumi and Olive Oil Croutons Recipe,0.0975609756097561,0.6829268292682927,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.0,0.024390243902439025,0.0975609756097561,0.0,0.0,https://cooking.nytimes.com/recipes/1020429-cucumber-tomato-salad-with-seared-halloumi-and-olive-oil-croutons,41.0
Tomato Rice With Crispy Cheddar Recipe,0.022222222222222223,0.6825396825396826,0.06666666666666667,0.10476190476190476,0.0,0.0031746031746031746,0.08253968253968254,0.02857142857142857,0.0031746031746031746,0.006349206349206349,https://cooking.nytimes.com/recipes/1020141-tomato-rice-with-crispy-cheddar,315.0
Egg and Cheese Quesadilla Recipe,0.11363636363636363,0.6818181818181818,0.11363636363636363,0.022727272727272728,0.0,0.0,0.022727272727272728,0.045454545454545456,0.0,0.0,https://cooking.nytimes.com/recipes/774974663-egg-and-cheese-quesadilla,44.0
Salmon and Daikon in Garlic Butter Miso Sauce Recipe,0.03571428571428571,0.6785714285714286,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1023836-salmon-and-daikon-in-garlic-butter-miso-sauce,28.0
Tzatziki Tuna Salad Recipe,0.0,0.6744186046511628,0.06976744186046512,0.046511627906976744,0.0,0.0,0.18604651162790697,0.023255813953488372,0.0,0.0,https://cooking.nytimes.com/recipes/1025393-tzatziki-tuna-salad,43.0
Almond and Dried Fruit Pilaf With Rotisserie Chicken Recipe,0.06666666666666667,0.6666666666666666,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,https://cooking.nytimes.com/recipes/1019998-almond-and-dried-fruit-pilaf-with-rotisserie-chicken,15.0
Crispy Braised Pork and Peppers Recipe,0.0,0.6666666666666666,0.18518518518518517,0.07407407407407407,0.0,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,https://cooking.nytimes.com/recipes/769009176-crispy-braised-pork-and-peppers,27.0
Spaghetti With Arugula and Sardines Recipe,0.07407407407407407,0.6666666666666666,0.07407407407407407,0.1111111111111111,0.0,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,https://cooking.nytimes.com/recipes/767637899-spaghetti-with-arugula-and-sardines,27.0
Three Bean Soup Recipe,0.0,0.6666666666666666,0.1111111111111111,0.037037037037037035,0.0,0.0,0.14814814814814814,0.0,0.0,0.037037037037037035,https://cooking.nytimes.com/recipes/1027651-three-bean-soup,27.0
Roasted Squash With Spiced Onion Gravy Recipe,0.0,0.6666666666666666,0.047619047619047616,0.12698412698412698,0.015873015873015872,0.015873015873015872,0.06349206349206349,0.031746031746031744,0.0,0.031746031746031744,https://cooking.nytimes.com/recipes/1023595-roasted-squash-with-spiced-onion-gravy,63.0
Thick Backyard Burgers Recipe,0.13333333333333333,0.6666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,https://cooking.nytimes.com/recipes/1027101-thick-backyard-burgers,15.0
Persimmon Salad With Glazed Walnuts and Feta Recipe,0.0,0.6666666666666666,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1027347-persimmon-salad-with-glazed-walnuts-and-feta,15.0
Lemon-Pepper Zucchini Pasta With Dill Recipe,0.019230769230769232,0.6634615384615384,0.028846153846153848,0.09615384615384616,0.0,0.009615384615384616,0.0673076923076923,0.10576923076923077,0.0,0.009615384615384616,https://cooking.nytimes.com/recipes/1027228-lemon-pepper-zucchini-pasta-with-dill,104.0
San Choy Bao (Pork Lettuce Wraps) Recipe,0.0449438202247191,0.6629213483146067,0.033707865168539325,0.12359550561797752,0.011235955056179775,0.011235955056179775,0.02247191011235955,0.0449438202247191,0.0,0.0449438202247191,https://cooking.nytimes.com/recipes/1027155-san-choy-bao-pork-lettuce-wraps,89.0
Cranberry Sauce With Orange and Golden Raisins Recipe,0.029411764705882353,0.6617647058823529,0.1323529411764706,0.029411764705882353,0.0,0.0,0.10294117647058823,0.029411764705882353,0.0,0.014705882352941176,https://cooking.nytimes.com/recipes/1024798-cranberry-sauce-with-orange-and-golden-raisins,68.0
Grain Bowl With Sardines and Sauce Moyo Recipe,0.022727272727272728,0.6590909090909091,0.022727272727272728,0.06818181818181818,0.06818181818181818,0.0,0.022727272727272728,0.0,0.0,0.13636363636363635,https://cooking.nytimes.com/recipes/1025601-grain-bowl-with-sardines-and-sauce-moyo,44.0
Beef Stroganoff Recipe,0.05167958656330749,0.6589147286821705,0.06459948320413436,0.07235142118863049,0.00516795865633075,0.015503875968992248,0.07751937984496124,0.03875968992248062,0.00516795865633075,0.0103359173126615,https://cooking.nytimes.com/recipes/1020862-beef-stroganoff,387.0
Chicken Milanese Recipe,0.04142011834319527,0.6568047337278107,0.08875739644970414,0.10059171597633136,0.0,0.011834319526627219,0.01775147928994083,0.04142011834319527,0.01775147928994083,0.023668639053254437,https://cooking.nytimes.com/recipes/1024229-chicken-milanese,169.0
Smoky Tomato Soup Recipe,0.0625,0.65625,0.03125,0.1875,0.0,0.0,0.03125,0.0,0.0,0.03125,https://cooking.nytimes.com/recipes/1026266-smoky-tomato-soup,32.0
Miso-Glazed Eggplant With a Bowl of Rice Recipe,0.06896551724137931,0.6551724137931034,0.034482758620689655,0.10344827586206896,0.0,0.0,0.10344827586206896,0.034482758620689655,0.0,0.0,https://cooking.nytimes.com/recipes/1020029-miso-glazed-eggplant-with-a-bowl-of-rice,29.0
Herbed Cucumber-Yogurt Salad Recipe,0.0,0.6551724137931034,0.1724137931034483,0.0,0.0,0.0,0.10344827586206896,0.0,0.06896551724137931,0.0,https://cooking.nytimes.com/recipes/1026737-herbed-cucumber-yogurt-salad,29.0
Blue Cheese-Stuffed Dates Recipe,0.07692307692307693,0.6538461538461539,0.19230769230769232,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,https://cooking.nytimes.com/recipes/764613763-blue-cheese-stuffed-dates,26.0
Homemade Hamburger Helper Recipe,0.028747433264887063,0.6529774127310062,0.06673511293634497,0.044147843942505136,0.002053388090349076,0.022587268993839837,0.11601642710472279,0.03593429158110883,0.00513347022587269,0.02566735112936345,https://cooking.nytimes.com/recipes/1020728-homemade-hamburger-helper,974.0
"Creamy, Spicy Tomato Beans and Greens  Recipe",0.029469548133595286,0.6522593320235757,0.1738703339882122,0.03241650294695481,0.0,0.003929273084479371,0.07170923379174853,0.02455795677799607,0.0019646365422396855,0.009823182711198428,https://cooking.nytimes.com/recipes/1025325-creamy-spicy-tomato-beans-and-greens,1018.0
Stuffing Panzanella With Cranberry Vinaigrette Recipe,0.13043478260869565,0.6521739130434783,0.08695652173913043,0.08695652173913043,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,https://cooking.nytimes.com/recipes/1021606-stuffing-panzanella-with-cranberry-vinaigrette,23.0
Lemon Chicken With Asparagus Recipe,0.044642857142857144,0.6517857142857143,0.08035714285714286,0.125,0.0,0.044642857142857144,0.026785714285714284,0.008928571428571428,0.0,0.017857142857142856,https://cooking.nytimes.com/recipes/778097361-lemon-chicken-with-asparagus,112.0
One-Pot Cheesy Orecchiette With Cabbage and Paprika Recipe,0.02843601895734597,0.6492890995260664,0.0995260663507109,0.05687203791469194,0.0,0.014218009478672985,0.0995260663507109,0.037914691943127965,0.0,0.014218009478672985,https://cooking.nytimes.com/recipes/1027439-one-pot-cheesy-orecchiette-with-cabbage-and-paprika,211.0
Sardine Pasta Puttanesca Recipe,0.01282051282051282,0.6474358974358975,0.1987179487179487,0.02564102564102564,0.0,0.00641025641025641,0.07051282051282051,0.019230769230769232,0.00641025641025641,0.01282051282051282,https://cooking.nytimes.com/recipes/1024285-sardine-pasta-puttanesca,156.0
"Cracked Green Olive, Walnut and Pomegranate Relish Recipe",0.058823529411764705,0.6470588235294118,0.058823529411764705,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1018665-cracked-green-olive-walnut-and-pomegranate-relish,17.0
Chopped Salad With Everything Bagel Croutons Recipe,0.0,0.6470588235294118,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1025840-chopped-salad-with-everything-bagel-croutons,17.0
Sugar Snap Pea Salad With Calabrian Pepper and Fennel Recipe,0.0,0.6470588235294118,0.0,0.23529411764705882,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,https://cooking.nytimes.com/recipes/1018708-sugar-snap-pea-salad-with-calabrian-pepper-and-fennel,17.0
Quinoa and Broccoli Spoon Salad Recipe,0.01808785529715762,0.6459948320413437,0.16925064599483206,0.041343669250646,0.0,0.007751937984496124,0.07493540051679587,0.03359173126614987,0.0,0.00904392764857881,https://cooking.nytimes.com/recipes/1023843-quinoa-and-broccoli-spoon-salad,774.0
Caramelized Kimchi Baked Potatoes Recipe,0.03571428571428571,0.6428571428571429,0.21428571428571427,0.03571428571428571,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,https://cooking.nytimes.com/recipes/1026386-caramelized-kimchi-baked-potatoes,28.0
Chicken Mazemen  Recipe,0.03571428571428571,0.6428571428571429,0.10714285714285714,0.03571428571428571,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.03571428571428571,https://cooking.nytimes.com/recipes/1027212-chicken-mazemen,28.0
