negative,neutral,positive,recipeScore,recipeTitle,url,posNegRatio,totalComments
0.02040816326530612,0.20408163265306123,0.7755102040816326,4.0,B.J. Dennis’s Okra Stir-Fry With Rice Recipe,https://cooking.nytimes.com/recipes/1019180-bj-denniss-okra-stir-fry-with-rice,38.0,49.0
0.11363636363636363,0.1590909090909091,0.7272727272727273,5.0,BBQ Pepper Shrimp Recipe,https://cooking.nytimes.com/recipes/1026093-bbq-pepper-shrimp,6.4,132.0
0.08,0.4,0.52,5.0,Baba au Rhum Savarin Recipe,https://cooking.nytimes.com/recipes/1027595-baba-au-rhum-savarin,6.5,25.0
0.4,0.4,0.2,4.0,Badam Burfi Bark Recipe,https://cooking.nytimes.com/recipes/1026152-badam-burfi-bark,0.5,25.0
0.19313304721030042,0.2703862660944206,0.5364806866952789,4.0,Baked Brie and Caramelized Vegetable Pie Recipe,https://cooking.nytimes.com/recipes/1024809-baked-brie-and-caramelized-vegetable-pie,2.7777777777777777,233.0
0.39759036144578314,0.14457831325301204,0.4578313253012048,5.0,Baked Kale Rice With Halloumi Recipe,https://cooking.nytimes.com/recipes/1026755-baked-kale-rice-with-halloumi,1.1515151515151514,83.0
0.06666666666666667,0.2,0.7333333333333333,5.0,Baked Korean Sweet Potatoes With Scallion-Miso Butter  Recipe,https://cooking.nytimes.com/recipes/1026095-baked-korean-sweet-potatoes-with-scallion-miso-butter,11.0,15.0
0.12,0.42,0.46,5.0,Baked Lemon Pudding With Blueberry Jam Recipe,https://cooking.nytimes.com/recipes/1026542-baked-lemon-pudding-with-blueberry-jam,3.8333333333333335,100.0
0.3,0.05,0.65,3.0,Ballerina Farm’s Beef Stroganoff  Recipe,https://cooking.nytimes.com/recipes/1026373-ballerina-farms-beef-stroganoff,2.166666666666667,20.0
0.2857142857142857,,0.7142857142857143,4.0,Banana Cream Pie Recipe,https://cooking.nytimes.com/recipes/1015502-banana-cream-pie,2.5,7.0
0.41435185185185186,0.06018518518518518,0.5254629629629629,4.0,Banana Nut Breakfast Bars Recipe,https://cooking.nytimes.com/recipes/1023798-banana-nut-breakfast-bars,1.2681564245810055,432.0
0.23529411764705882,0.29411764705882354,0.47058823529411764,5.0,Banana Sticky Toffee Pudding  Recipe,https://cooking.nytimes.com/recipes/774375230-banana-sticky-toffee-pudding,2.0,17.0
0.1891891891891892,0.24324324324324326,0.5675675675675675,4.0,Banana-Cardamom Cream Pie With Caramel Recipe,https://cooking.nytimes.com/recipes/1022494-banana-cardamom-cream-pie-with-caramel,2.9999999999999996,37.0
,0.5,0.5,,Basic Cooked Plantains Recipe,https://cooking.nytimes.com/recipes/781538623-basic-cooked-plantains,,2.0
0.3389830508474576,0.3559322033898305,0.3050847457627119,5.0,Basic White Rice Recipe,https://cooking.nytimes.com/recipes/1026602-basic-white-rice,0.9000000000000001,118.0
0.11315789473684211,0.28421052631578947,0.6026315789473684,5.0,Basque Cheesecake Recipe,https://cooking.nytimes.com/recipes/1024483-basque-cheesecake,5.325581395348837,380.0
0.058823529411764705,0.4117647058823529,0.5294117647058824,5.0,Bean and Vegetable Japanese Curry Recipe,https://cooking.nytimes.com/recipes/771598372-bean-and-vegetable-japanese-curry,9.0,34.0
,0.5161290322580645,0.4838709677419355,5.0,"Beef Dumplings With Zucchini, Tofu and Chives Recipe",https://cooking.nytimes.com/recipes/1026446-beef-dumplings-with-zucchini-tofu-and-chives,,31.0
0.30357142857142855,0.125,0.5714285714285714,5.0,Beef Fried Rice Recipe,https://cooking.nytimes.com/recipes/1026415-beef-fried-rice,1.8823529411764706,56.0
0.3333333333333333,0.4074074074074074,0.25925925925925924,5.0,Beef Patties Recipe,https://cooking.nytimes.com/recipes/776699195-beef-patties,0.7777777777777778,27.0
0.1421188630490956,0.1343669250645995,0.7235142118863049,4.0,Beef Stroganoff Recipe,https://cooking.nytimes.com/recipes/1020862-beef-stroganoff,5.090909090909092,387.0
0.12,0.30666666666666664,0.5733333333333334,5.0,"Beef, Asparagus and Tofu Stir-Fry Recipe",https://cooking.nytimes.com/recipes/778503009-beef-asparagus-and-tofu-stir-fry,4.777777777777779,75.0
0.2222222222222222,0.2222222222222222,0.5555555555555556,5.0,Beet and Cucumber Salad Recipe,https://cooking.nytimes.com/recipes/1027374-beet-and-cucumber-salad,2.5000000000000004,9.0
0.3181818181818182,0.2727272727272727,0.4090909090909091,4.0,Bengali-Style Mustard Oil Fish Recipe,https://cooking.nytimes.com/recipes/1024018-bengali-style-mustard-oil-fish,1.2857142857142858,22.0
0.2,0.2571428571428571,0.5428571428571428,4.0,Berry Hand Pies Recipe,https://cooking.nytimes.com/recipes/1021240-berry-hand-pies,2.714285714285714,35.0
0.23809523809523808,0.047619047619047616,0.7142857142857143,4.0,Best Oatmeal Chocolate Chip Muffins Recipe,https://cooking.nytimes.com/recipes/1026643-oatmeal-chocolate-chip-muffins,3.0000000000000004,42.0
0.10476190476190476,0.3619047619047619,0.5333333333333333,4.0,Best Thanksgiving Leftovers Sandwich Recipe,https://cooking.nytimes.com/recipes/1021605-best-thanksgiving-leftovers-sandwich,5.090909090909091,105.0
0.1,0.7,0.2,4.0,Bhel Puri for a Party  Recipe,https://cooking.nytimes.com/recipes/1026180-bhel-puri-for-a-party,2.0,10.0
0.2459016393442623,0.18032786885245902,0.5737704918032787,4.0,Birthday Cake Blondies Recipe,https://cooking.nytimes.com/recipes/1025179-birthday-cake-blondies,2.333333333333333,61.0
0.38,0.18,0.44,4.0,Biscochitos Recipe,https://cooking.nytimes.com/recipes/1026315-biscochitos,1.1578947368421053,50.0
0.04395604395604396,0.1978021978021978,0.7582417582417582,5.0,Bits and Pieces Party Cheese Ball Recipe,https://cooking.nytimes.com/recipes/1018455-bits-and-pieces-party-cheese-ball,17.249999999999996,91.0
0.2463768115942029,0.37681159420289856,0.37681159420289856,5.0,Black Lime Salmon Recipe,https://cooking.nytimes.com/recipes/1025467-black-lime-salmon,1.5294117647058822,69.0
0.21875,0.40625,0.375,5.0,Black-Eyed Peas With Pork Belly and Greens Recipe,https://cooking.nytimes.com/recipes/1027609-black-eyed-peas-with-pork-belly-and-greens,1.7142857142857142,32.0
0.35294117647058826,0.5294117647058824,0.11764705882352941,4.0,Blood Orange Gelato Recipe,https://cooking.nytimes.com/recipes/1027736-blood-orange-gelato,0.3333333333333333,17.0
0.07692307692307693,0.07692307692307693,0.8461538461538461,5.0,Blue Cheese-Stuffed Dates Recipe,https://cooking.nytimes.com/recipes/764613763-blue-cheese-stuffed-dates,11.0,26.0
0.16666666666666666,0.13333333333333333,0.7,5.0,Blueberry Crumb Cake Recipe,https://cooking.nytimes.com/recipes/1015511-blueberry-crumb-cake,4.2,30.0
0.058823529411764705,0.7058823529411765,0.23529411764705882,5.0,Blueberry Danish Tart Recipe,https://cooking.nytimes.com/recipes/782330464-blueberry-danish-tart,4.0,17.0
0.21951219512195122,0.34146341463414637,0.43902439024390244,5.0,Blueberry-Lemon Almond Cookies Recipe,https://cooking.nytimes.com/recipes/1026375-blueberry-lemon-almond-cookies,2.0,41.0
0.47619047619047616,0.3333333333333333,0.19047619047619047,5.0,Bobotie (Meat and Egg Casserole) Recipe,https://cooking.nytimes.com/recipes/769017919-bobotie-meat-and-egg-casserole,0.4,21.0
0.11363636363636363,0.18181818181818182,0.7045454545454546,5.0,"Bomdong Bibimbap (Spring Cabbage, Rice and Eggs) Recipe",https://cooking.nytimes.com/recipes/774304354-bomdong-bibimbap-spring-cabbage-rice-and-eggs,6.2,44.0
0.34782608695652173,0.2670807453416149,0.38509316770186336,5.0,Boozy Apple Crunch Cake Recipe,https://cooking.nytimes.com/recipes/1027335-boozy-apple-crunch-cake,1.1071428571428572,161.0
0.0625,0.40625,0.53125,4.0,Borsch With Fish Recipe,https://cooking.nytimes.com/recipes/1023163-borsch-with-fish,8.5,32.0
0.09090909090909091,0.7272727272727273,0.18181818181818182,5.0,Boulèts (Epis-Spiced Meatballs) Recipe,https://cooking.nytimes.com/recipes/1026560-boulets-epis-spiced-meatballs,2.0,11.0
0.23170731707317074,0.10975609756097561,0.6585365853658537,4.0,Braised Broccoli Pasta Recipe,https://cooking.nytimes.com/recipes/1025299-braised-broccoli-pasta,2.8421052631578947,82.0
0.25925925925925924,0.25925925925925924,0.48148148148148145,5.0,Braised Chicken With Rosemary and Crispy Artichokes Recipe,https://cooking.nytimes.com/recipes/1027735-braised-chicken-with-rosemary-and-crispy-artichokes,1.8571428571428572,27.0
0.2,0.3333333333333333,0.4666666666666667,5.0,Braised Kimchi Chicken With Sweet Potatoes Recipe,https://cooking.nytimes.com/recipes/774285097-braised-kimchi-chicken-with-sweet-potatoes,2.333333333333333,30.0
0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,Braised Lemon Pepper Chicken Legs Recipe,https://cooking.nytimes.com/recipes/1027331-braised-lemon-pepper-chicken-legs,1.0,18.0
0.20512820512820512,0.2564102564102564,0.5384615384615384,4.0,Braised Peppers and Onions Recipe,https://cooking.nytimes.com/recipes/1021461-braised-peppers-and-onions,2.625,39.0
0.10810810810810811,0.32432432432432434,0.5675675675675675,5.0,Braised Pork With Leeks and Mushrooms Recipe,https://cooking.nytimes.com/recipes/1026793-braised-pork-with-leeks-and-mushrooms,5.249999999999999,111.0
0.14563106796116504,0.23300970873786409,0.6213592233009708,5.0,"Braised Pork With Lemon, Olives and Tomatoes Recipe",https://cooking.nytimes.com/recipes/1027574-braised-pork-with-lemon-olives-and-tomatoes,4.266666666666667,103.0
0.375,0.1875,0.4375,4.0,Braised Short Ribs With Peanuts and Anchovies Recipe,https://cooking.nytimes.com/recipes/1023954-braised-short-ribs-with-peanuts-and-anchovies,1.1666666666666667,16.0
0.8,,0.2,4.0,Bratwurst With Caramelized Onions and Chakalaka Recipe,https://cooking.nytimes.com/recipes/1027146-bratwurst-with-caramelized-onions-and-chakalaka,0.25,5.0
0.37037037037037035,0.1111111111111111,0.5185185185185185,4.0,Breakfast Enchiladas Recipe,https://cooking.nytimes.com/recipes/1027591-breakfast-enchiladas,1.4,27.0
0.23076923076923078,0.6410256410256411,0.1282051282051282,5.0,Brioche Recipe,https://cooking.nytimes.com/recipes/1026116-brioche,0.5555555555555555,39.0
0.08235294117647059,0.10588235294117647,0.8117647058823529,5.0,Broccoli With Sizzled Nuts and Dates Recipe,https://cooking.nytimes.com/recipes/1024947-broccoli-with-sizzled-nuts-and-dates,9.857142857142858,85.0
0.3333333333333333,,0.6666666666666666,5.0,Broiled Wild Salmon and Peppers Recipe,https://cooking.nytimes.com/recipes/774363213-broiled-wild-salmon-and-peppers,2.0,3.0
0.2857142857142857,0.14285714285714285,0.5714285714285714,5.0,Broiler-Popped Oysters With Tomato Butter Recipe,https://cooking.nytimes.com/recipes/1027152-broiler-popped-oysters-with-tomato-butter,2.0,7.0
0.07317073170731707,0.17073170731707318,0.7560975609756098,5.0,Brothy Spinach and Peas Pasta  Recipe,https://cooking.nytimes.com/recipes/777577938-brothy-spinach-and-peas-pasta,10.333333333333334,41.0
0.058823529411764705,0.16666666666666666,0.7745098039215687,5.0,Brothy Tomato Rice Soup Recipe,https://cooking.nytimes.com/recipes/1027056-brothy-tomato-rice-soup,13.166666666666668,102.0
0.273972602739726,0.5205479452054794,0.2054794520547945,4.0,Brown Butter Cornmeal Cake Recipe,https://cooking.nytimes.com/recipes/1027643-brown-butter-cornmeal-cake,0.75,73.0
0.21428571428571427,0.21428571428571427,0.5714285714285714,5.0,Brown Butter Scrambled Eggs Recipe,https://cooking.nytimes.com/recipes/764614127-brown-butter-scrambled-eggs,2.6666666666666665,14.0
0.20512820512820512,0.28205128205128205,0.5128205128205128,4.0,Brown-Butter Mashed Potatoes Recipe,https://cooking.nytimes.com/recipes/1024792-brown-butter-mashed-potatoes,2.5,78.0
0.23728813559322035,0.16101694915254236,0.6016949152542372,4.0,Brown-Butter Toffee Sandwich Cookies Recipe,https://cooking.nytimes.com/recipes/1022676-brown-butter-toffee-sandwich-cookies,2.5357142857142856,118.0
0.5,0.25,0.25,4.0,Bryant Terry’s Millet Cakes With Smoky-Spicy Green Sauce Recipe,https://cooking.nytimes.com/recipes/1018979-bryant-terrys-millet-cakes-with-smoky-spicy-green-sauce,0.5,12.0
0.12903225806451613,0.12903225806451613,0.7419354838709677,4.0,Buldak Pizza (Korean Fire Chicken Pizza) Recipe,https://cooking.nytimes.com/recipes/1023495-buldak-pizza-korean-fire-chicken-pizza,5.75,31.0
0.17708333333333334,0.3229166666666667,0.5,5.0,Bulgogi Sliders With Scallion Salsa Recipe,https://cooking.nytimes.com/recipes/1014203-bulgogi-sliders-with-scallion-salsa,2.8235294117647056,96.0
0.07407407407407407,0.25925925925925924,0.6666666666666666,4.0,Bulgogi-Style Tofu Recipe,https://cooking.nytimes.com/recipes/1023313-bulgogi-style-tofu,9.0,135.0
0.03571428571428571,0.19047619047619047,0.7738095238095238,5.0,Burrito Bowls Recipe,https://cooking.nytimes.com/recipes/758128148-burrito-bowls,21.666666666666668,84.0
0.5,0.5,,4.0,Burẹ́dì Ágẹ̀gẹ (Soft Pull-Apart Rolls)  Recipe,https://cooking.nytimes.com/recipes/773691128-bur-di-ag-g-soft-pull-apart-rolls,,2.0
0.2765957446808511,0.3617021276595745,0.3617021276595745,4.0,Butter Bean Dip With Frizzled Onions and Preserved Lemon Recipe,https://cooking.nytimes.com/recipes/1025423-butter-bean-dip-with-frizzled-onions-and-preserved-lemon,1.3076923076923077,47.0
0.18181818181818182,0.3787878787878788,0.4393939393939394,4.0,Butter Pilaf Recipe,https://cooking.nytimes.com/recipes/1024516-butter-pilaf,2.4166666666666665,66.0
0.2803738317757009,0.42990654205607476,0.2897196261682243,4.0,Buttermilk Chess Pie Recipe,https://cooking.nytimes.com/recipes/1025657-buttermilk-chess-pie,1.0333333333333334,107.0
0.14285714285714285,0.47619047619047616,0.38095238095238093,5.0,Buttermilk Ranch Fried Chicken Recipe,https://cooking.nytimes.com/recipes/1025636-buttermilk-ranch-fried-chicken,2.6666666666666665,21.0
0.275,0.5,0.225,4.0,Buttermilk Tres Leches Cake Recipe,https://cooking.nytimes.com/recipes/1025464-buttermilk-tres-leches-cake,0.8181818181818181,40.0
0.2508833922261484,0.1872791519434629,0.5618374558303887,4.0,Butternut Squash Lasagna Pie Recipe,https://cooking.nytimes.com/recipes/1023449-butternut-squash-lasagna-pie,2.23943661971831,283.0
0.14615384615384616,0.24615384615384617,0.6076923076923076,4.0,"Butternut Squash, Leek and Za’atar Pie Recipe",https://cooking.nytimes.com/recipes/1023626-butternut-squash-leek-and-zaatar-pie,4.157894736842104,130.0
0.4090909090909091,0.09090909090909091,0.5,4.0,"Butternut, Tamarind and Coconut Stew Recipe",https://cooking.nytimes.com/recipes/1026141-butternut-tamarind-and-coconut-stew,1.222222222222222,44.0
0.16393442622950818,0.18032786885245902,0.6557377049180327,5.0,Butterscotch Banana Cream Pie Recipe,https://cooking.nytimes.com/recipes/1026222-butterscotch-banana-cream-pie,4.0,122.0
0.22727272727272727,0.18181818181818182,0.5909090909090909,4.0,Buttery Steak and Potatoes Recipe,https://cooking.nytimes.com/recipes/1024946-buttery-steak-and-potatoes,2.6,22.0
0.38461538461538464,0.34065934065934067,0.27472527472527475,4.0,Bánh Bò Nướng (Honeycomb Cake) Recipe,https://cooking.nytimes.com/recipes/1025655-banh-bo-n-ng-honeycomb-cake,0.7142857142857143,91.0
0.4896907216494845,0.15979381443298968,0.35051546391752575,4.0,Bûche de Noël Cookies Recipe,https://cooking.nytimes.com/recipes/1026284-buche-de-noel-cookies,0.7157894736842105,194.0
0.26666666666666666,0.35555555555555557,0.37777777777777777,5.0,Cabbage Caesar Salad Recipe,https://cooking.nytimes.com/recipes/782914412-cabbage-caesar-salad,1.4166666666666667,45.0
0.14084507042253522,0.28169014084507044,0.5774647887323944,4.0,Cabbage Rolls With Walnuts and Sour Cream Recipe,https://cooking.nytimes.com/recipes/1023909-cabbage-rolls-with-walnuts-and-sour-cream,4.1,71.0
0.12903225806451613,0.25806451612903225,0.6129032258064516,5.0,Cabbage Salad With Jalapeño-Lime Dressing Recipe,https://cooking.nytimes.com/recipes/1027601-cabbage-salad-with-jalapeno-lime-dressing,4.75,31.0
0.22950819672131148,0.26229508196721313,0.5081967213114754,4.0,Cabbage and Mandarin Orange Winter Slaw Recipe,https://cooking.nytimes.com/recipes/1026231-cabbage-and-mandarin-orange-winter-slaw,2.2142857142857144,61.0
0.12,0.32,0.56,5.0,"Cabbage, Potato and Cheese Dumplings With Dill Recipe",https://cooking.nytimes.com/recipes/1027694-cabbage-potato-and-cheese-dumplings-with-dill,4.666666666666667,25.0
0.23383084577114427,0.31343283582089554,0.4527363184079602,4.0,Cacio e Pepe Cheese Puffs Recipe,https://cooking.nytimes.com/recipes/1021628-cacio-e-pepe-cheese-puffs,1.9361702127659575,201.0
,,1.0,5.0,Calamari Salad With Potatoes and Olives Recipe,https://cooking.nytimes.com/recipes/1026935-calamari-salad-with-potatoes-and-olives,,7.0
0.07407407407407407,0.25925925925925924,0.6666666666666666,4.0,Caldo de Costilla (Colombian Beef Rib Soup) Recipe,https://cooking.nytimes.com/recipes/1023048-caldo-de-costilla-colombian-beef-rib-soup,9.0,27.0
0.3076923076923077,0.5384615384615384,0.15384615384615385,4.0,California Rolls Recipe,https://cooking.nytimes.com/recipes/1027351-california-rolls,0.5,13.0
0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,Callaloo (Leafy Greens With Tomato and Onion) Recipe,https://cooking.nytimes.com/recipes/1019846-callaloo-leafy-greens-with-tomato-and-onion,1.0,9.0
0.20689655172413793,0.1810344827586207,0.6120689655172413,5.0,Canlis Salad Recipe,https://cooking.nytimes.com/recipes/1014572-canlis-salad,2.958333333333333,116.0
0.2,0.325,0.475,4.0,Cannoli Recipe,https://cooking.nytimes.com/recipes/1024936-cannoli,2.3749999999999996,40.0
0.24242424242424243,0.30303030303030304,0.45454545454545453,4.0,Cantonese Noodle Soup Recipe,https://cooking.nytimes.com/recipes/1027327-cantonese-noodle-soup,1.8749999999999998,33.0
0.12962962962962962,0.2037037037037037,0.6666666666666666,4.0,Cantonese-Style Steamed Fish Recipe,https://cooking.nytimes.com/recipes/1024660-cantonese-style-steamed-fish,5.142857142857143,54.0
0.3870967741935484,0.41935483870967744,0.1935483870967742,4.0,Caramel Badam Burfi Recipe,https://cooking.nytimes.com/recipes/1023545-caramel-badam-burfi,0.5,31.0
0.3854166666666667,0.2708333333333333,0.34375,4.0,Caramelized Apple Pie Recipe,https://cooking.nytimes.com/recipes/1024804-caramelized-apple-pie,0.8918918918918919,96.0
0.21212121212121213,0.2727272727272727,0.5151515151515151,4.0,Caramelized Brussels Sprouts With Lemon Recipe,https://cooking.nytimes.com/recipes/1024796-caramelized-brussels-sprouts-with-lemon,2.4285714285714284,33.0
0.07142857142857142,0.07142857142857142,0.8571428571428571,5.0,Caramelized Kimchi Baked Potatoes Recipe,https://cooking.nytimes.com/recipes/1026386-caramelized-kimchi-baked-potatoes,12.0,28.0
0.14583333333333334,0.3541666666666667,0.5,5.0,Caramelized Peaches With Rum and Cream Recipe,https://cooking.nytimes.com/recipes/1026987-caramelized-peaches-with-rum-and-cream,3.4285714285714284,48.0
0.24324324324324326,0.32432432432432434,0.43243243243243246,4.0,Carne Asada Cheese Fries Recipe,https://cooking.nytimes.com/recipes/1021076-carne-asada-cheese-fries,1.7777777777777777,37.0
0.23076923076923078,0.3269230769230769,0.4423076923076923,5.0,Carrot Cake Butter Mochi Recipe,https://cooking.nytimes.com/recipes/774286808-carrot-cake-butter-mochi,1.9166666666666665,52.0
0.11428571428571428,0.12857142857142856,0.7571428571428571,5.0,Carrot Muffins With Marmalade Recipe,https://cooking.nytimes.com/recipes/1027724-carrot-muffins-with-marmalade,6.625,70.0
0.24528301886792453,0.07547169811320754,0.6792452830188679,5.0,Carrot Risotto With Chile Crisp Recipe,https://cooking.nytimes.com/recipes/1024086-carrot-risotto-with-chile-crisp,2.769230769230769,212.0
0.2097902097902098,0.34965034965034963,0.4405594405594406,4.0,Cast Iron Orange Cake Recipe,https://cooking.nytimes.com/recipes/1024773-cast-iron-orange-cake,2.1,143.0
0.1,0.08,0.82,5.0,Cauliflower Alfredo Pasta Recipe,https://cooking.nytimes.com/recipes/1026812-cauliflower-alfredo-pasta,8.2,50.0
0.35555555555555557,0.37777777777777777,0.26666666666666666,4.0,Cauliflower Kugel Recipe,https://cooking.nytimes.com/recipes/774540571-cauliflower-kugel,0.75,45.0
0.075,0.4,0.525,5.0,Caviar Pie Recipe,https://cooking.nytimes.com/recipes/1026389-caviar-pie,7.000000000000001,40.0
0.11764705882352941,0.5294117647058824,0.35294117647058826,4.0,Ceci Bean Soup With Red Pepper Pesto Recipe,https://cooking.nytimes.com/recipes/1027734-ceci-bean-soup-with-red-pepper-pesto,3.0000000000000004,17.0
0.26666666666666666,0.26666666666666666,0.4666666666666667,4.0,Chaat Party Recipe,https://cooking.nytimes.com/recipes/1021288-chaat-party,1.75,15.0
0.07692307692307693,0.38461538461538464,0.5384615384615384,5.0,Chakalaka (South African Vegetable Relish) Recipe,https://cooking.nytimes.com/recipes/1027145-chakalaka-south-african-vegetable-relish,6.999999999999999,13.0
0.22340425531914893,0.34397163120567376,0.4326241134751773,5.0,Challah Bread Recipe,https://cooking.nytimes.com/recipes/1023460-challah-bread,1.9365079365079367,282.0
0.11764705882352941,0.20588235294117646,0.6764705882352942,4.0,Changua (Colombian Bread and Egg Soup) Recipe,https://cooking.nytimes.com/recipes/1024149-changua-colombian-bread-and-egg-soup,5.75,34.0
0.1320754716981132,0.44339622641509435,0.42452830188679247,5.0,Chantilly Cake With Berries Recipe,https://cooking.nytimes.com/recipes/1026111-chantilly-cake-with-berries,3.2142857142857144,106.0
0.1,0.32,0.58,4.0,Chantilly Lili Recipe,https://cooking.nytimes.com/recipes/1026698-chantilly-lili,5.799999999999999,50.0
0.3,,0.7,5.0,Charred Asparagus Lettuce Cups Recipe,https://cooking.nytimes.com/recipes/1026850-charred-asparagus-lettuce-cups,2.3333333333333335,10.0
0.13636363636363635,0.45454545454545453,0.4090909090909091,4.0,Charred Broccoli Rabe With Ajo Blanco Sauce Recipe,https://cooking.nytimes.com/recipes/1023866-charred-broccoli-rabe-with-ajo-blanco-sauce,3.0000000000000004,22.0
0.10752688172043011,0.27956989247311825,0.6129032258064516,4.0,Charred Carrots With Orange and Balsamic Recipe,https://cooking.nytimes.com/recipes/1021645-charred-carrots-with-orange-and-balsamic,5.7,93.0
0.42857142857142855,0.2857142857142857,0.2857142857142857,4.0,Chawanmushi Recipe,https://cooking.nytimes.com/recipes/1026731-chawanmushi,0.6666666666666666,7.0
0.25,0.4166666666666667,0.3333333333333333,4.0,Chebureki Recipe,https://cooking.nytimes.com/recipes/1023162-chebureki,1.3333333333333333,12.0
0.25,0.16666666666666666,0.5833333333333334,4.0,Cheddar-Smothered Sweet Potatoes Recipe,https://cooking.nytimes.com/recipes/1026011-cheddar-smothered-sweet-potatoes,2.3333333333333335,24.0
0.046875,0.453125,0.5,4.0,Cheese Puff Recipe,https://cooking.nytimes.com/recipes/1026333-cheese-puff,10.666666666666666,64.0
0.047619047619047616,0.2857142857142857,0.6666666666666666,4.0,Cheese and Spinach Phyllo Rolls Recipe,https://cooking.nytimes.com/recipes/1023977-cheese-and-spinach-phyllo-rolls,14.0,21.0
