recipeTitle,maybe_not_about_the_recipe,positive_user_describing_changes,positive_user_made_as_written,question,thinks_ingredients_hard_to_find,thinks_recipe_is_flawed_due_to_cooking_time,thinks_recipe_is_flawed_due_to_flavor,thinks_recipe_is_flawed_due_to_technique_or_equipment,thinks_recipe_is_inauthentic,user_responding_to_other_user,url,totalComments,negative,neutral,positive,posNegRatio
Applejack Butter Pecan Bundt Cake Recipe,0.0,0.2608695652173913,0.08695652173913043,0.17391304347826086,0.0,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.0,0.13043478260869565,https://cooking.nytimes.com/recipes/1021802-applejack-butter-pecan-bundt-cake,23.0,0.34782608695652173,0.30434782608695654,0.34782608695652173,1.0
Arrabbiata Sauce Recipe,0.02631578947368421,0.5789473684210527,0.10526315789473684,0.0,0.0,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.02631578947368421,0.0,https://cooking.nytimes.com/recipes/1025368-arrabbiata-sauce,38.0,0.2894736842105263,0.02631578947368421,0.6842105263157895,2.3636363636363638
Arroz con Maiz y Crema (Cheesy Rice Casserole With Corn) Recipe,0.018867924528301886,0.6981132075471698,0.07547169811320754,0.09433962264150944,0.0,0.018867924528301886,0.05660377358490566,0.0,0.0,0.03773584905660377,https://cooking.nytimes.com/recipes/1024693-arroz-con-maiz-y-crema-cheesy-rice-casserole-with-corn,53.0,0.07547169811320754,0.1509433962264151,0.7735849056603774,10.250000000000002
Asado Recipe,0.0625,0.3125,0.1875,0.3125,0.0625,0.0,0.0,0.0,0.0625,0.0,https://cooking.nytimes.com/recipes/1019757-asado,16.0,0.125,0.375,0.5,4.0
Asparagus and Sausage Pasta Recipe,0.04938271604938271,0.6296296296296297,0.04938271604938271,0.09876543209876543,0.0,0.012345679012345678,0.13580246913580246,0.0,0.0,0.024691358024691357,https://cooking.nytimes.com/recipes/777913309-asparagus-and-sausage-pasta,81.0,0.14814814814814814,0.1728395061728395,0.6790123456790124,4.583333333333334
"Avocado, Edamame and Yuzu Dip With Furikake Recipe",0.0,0.2608695652173913,0.08695652173913043,0.2608695652173913,0.08695652173913043,0.0,0.21739130434782608,0.043478260869565216,0.0,0.043478260869565216,https://cooking.nytimes.com/recipes/1026538-avocado-edamame-and-yuzu-dip-with-furikake,23.0,0.34782608695652173,0.30434782608695654,0.34782608695652173,1.0
Avocado-Black Bean Tostadas Recipe,0.047619047619047616,0.7142857142857143,0.19047619047619047,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1027324-avocado-black-bean-tostadas,21.0,,0.09523809523809523,0.9047619047619048,
Award-Winning Maple Blueberry Pie Recipe,0.04,0.32,0.12,0.2,0.0,0.0,0.08,0.24,0.0,0.0,https://cooking.nytimes.com/recipes/1018834-award-winning-maple-blueberry-pie,25.0,0.32,0.24,0.44,1.375
Ayote en Miel (Squash With Spiced Syrup) Recipe,0.0,0.2631578947368421,0.05263157894736842,0.3157894736842105,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.21052631578947367,https://cooking.nytimes.com/recipes/1024710-ayote-en-miel-squash-with-spiced-syrup,19.0,0.15789473684210525,0.5263157894736842,0.3157894736842105,2.0
B.J. Dennis’s Okra Stir-Fry With Rice Recipe,0.061224489795918366,0.7142857142857143,0.061224489795918366,0.12244897959183673,0.0,0.0,0.0,0.02040816326530612,0.0,0.02040816326530612,https://cooking.nytimes.com/recipes/1019180-bj-denniss-okra-stir-fry-with-rice,49.0,0.02040816326530612,0.20408163265306123,0.7755102040816326,38.0
BBQ Pepper Shrimp Recipe,0.030303030303030304,0.5227272727272727,0.20454545454545456,0.11363636363636363,0.0,0.015151515151515152,0.07575757575757576,0.015151515151515152,0.007575757575757576,0.015151515151515152,https://cooking.nytimes.com/recipes/1026093-bbq-pepper-shrimp,132.0,0.11363636363636363,0.1590909090909091,0.7272727272727273,6.4
Baba au Rhum Savarin Recipe,0.04,0.32,0.2,0.28,0.0,0.04,0.0,0.04,0.0,0.08,https://cooking.nytimes.com/recipes/1027595-baba-au-rhum-savarin,25.0,0.08,0.4,0.52,6.5
Badam Burfi Bark Recipe,0.12,0.16,0.04,0.28,0.08,0.12,0.0,0.2,0.0,0.0,https://cooking.nytimes.com/recipes/1026152-badam-burfi-bark,25.0,0.4,0.4,0.2,0.5
Baked Brie and Caramelized Vegetable Pie Recipe,0.034334763948497854,0.43776824034334766,0.09871244635193133,0.2145922746781116,0.004291845493562232,0.03862660944206009,0.06437768240343347,0.0815450643776824,0.004291845493562232,0.02145922746781116,https://cooking.nytimes.com/recipes/1024809-baked-brie-and-caramelized-vegetable-pie,233.0,0.19313304721030042,0.2703862660944206,0.5364806866952789,2.7777777777777777
Baked Kale Rice With Halloumi Recipe,0.0,0.40963855421686746,0.04819277108433735,0.13253012048192772,0.0,0.13253012048192772,0.04819277108433735,0.20481927710843373,0.012048192771084338,0.012048192771084338,https://cooking.nytimes.com/recipes/1026755-baked-kale-rice-with-halloumi,83.0,0.39759036144578314,0.14457831325301204,0.4578313253012048,1.1515151515151514
Baked Korean Sweet Potatoes With Scallion-Miso Butter  Recipe,0.13333333333333333,0.5333333333333333,0.2,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,https://cooking.nytimes.com/recipes/1026095-baked-korean-sweet-potatoes-with-scallion-miso-butter,15.0,0.06666666666666667,0.2,0.7333333333333333,11.0
Baked Lemon Pudding With Blueberry Jam Recipe,0.02,0.33,0.13,0.37,0.0,0.01,0.07,0.04,0.0,0.03,https://cooking.nytimes.com/recipes/1026542-baked-lemon-pudding-with-blueberry-jam,100.0,0.12,0.42,0.46,3.8333333333333335
Ballerina Farm’s Beef Stroganoff  Recipe,0.05,0.5,0.15,0.0,0.0,0.05,0.25,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1026373-ballerina-farms-beef-stroganoff,20.0,0.3,0.05,0.65,2.166666666666667
Banana Cream Pie Recipe,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,https://cooking.nytimes.com/recipes/1015502-banana-cream-pie,7.0,0.2857142857142857,,0.7142857142857143,2.5
Banana Nut Breakfast Bars Recipe,0.018518518518518517,0.46296296296296297,0.0625,0.02546296296296296,0.0,0.011574074074074073,0.3726851851851852,0.03009259259259259,0.0,0.016203703703703703,https://cooking.nytimes.com/recipes/1023798-banana-nut-breakfast-bars,432.0,0.41435185185185186,0.06018518518518518,0.5254629629629629,1.2681564245810055
Banana Sticky Toffee Pudding  Recipe,0.0,0.47058823529411764,0.0,0.23529411764705882,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,https://cooking.nytimes.com/recipes/774375230-banana-sticky-toffee-pudding,17.0,0.23529411764705882,0.29411764705882354,0.47058823529411764,2.0
Banana-Cardamom Cream Pie With Caramel Recipe,0.05405405405405406,0.43243243243243246,0.13513513513513514,0.08108108108108109,0.0,0.0,0.10810810810810811,0.08108108108108109,0.0,0.10810810810810811,https://cooking.nytimes.com/recipes/1022494-banana-cardamom-cream-pie-with-caramel,37.0,0.1891891891891892,0.24324324324324326,0.5675675675675675,2.9999999999999996
Basic Cooked Plantains Recipe,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/781538623-basic-cooked-plantains,2.0,,0.5,0.5,
Basic White Rice Recipe,0.16101694915254236,0.17796610169491525,0.1271186440677966,0.1694915254237288,0.0,0.07627118644067797,0.01694915254237288,0.23728813559322035,0.00847457627118644,0.025423728813559324,https://cooking.nytimes.com/recipes/1026602-basic-white-rice,118.0,0.3389830508474576,0.3559322033898305,0.3050847457627119,0.9000000000000001
Basque Cheesecake Recipe,0.05789473684210526,0.4473684210526316,0.15526315789473685,0.19473684210526315,0.005263157894736842,0.031578947368421054,0.02631578947368421,0.039473684210526314,0.010526315789473684,0.031578947368421054,https://cooking.nytimes.com/recipes/1024483-basque-cheesecake,380.0,0.11315789473684211,0.28421052631578947,0.6026315789473684,5.325581395348837
Bean and Vegetable Japanese Curry Recipe,0.11764705882352941,0.4117647058823529,0.11764705882352941,0.23529411764705882,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,https://cooking.nytimes.com/recipes/771598372-bean-and-vegetable-japanese-curry,34.0,0.058823529411764705,0.4117647058823529,0.5294117647058824,9.0
"Beef Dumplings With Zucchini, Tofu and Chives Recipe",0.12903225806451613,0.3548387096774194,0.12903225806451613,0.3870967741935484,0.0,0.0,0.0,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1026446-beef-dumplings-with-zucchini-tofu-and-chives,31.0,,0.5161290322580645,0.4838709677419355,
Beef Fried Rice Recipe,0.05357142857142857,0.48214285714285715,0.08928571428571429,0.05357142857142857,0.0,0.03571428571428571,0.08928571428571429,0.17857142857142858,0.0,0.017857142857142856,https://cooking.nytimes.com/recipes/1026415-beef-fried-rice,56.0,0.30357142857142855,0.125,0.5714285714285714,1.8823529411764706
Beef Patties Recipe,0.07407407407407407,0.2222222222222222,0.037037037037037035,0.25925925925925924,0.037037037037037035,0.07407407407407407,0.0,0.1111111111111111,0.1111111111111111,0.07407407407407407,https://cooking.nytimes.com/recipes/776699195-beef-patties,27.0,0.3333333333333333,0.4074074074074074,0.25925925925925924,0.7777777777777778
Beef Stroganoff Recipe,0.05167958656330749,0.6589147286821705,0.06459948320413436,0.07235142118863049,0.00516795865633075,0.015503875968992248,0.07751937984496124,0.03875968992248062,0.00516795865633075,0.0103359173126615,https://cooking.nytimes.com/recipes/1020862-beef-stroganoff,387.0,0.1421188630490956,0.1343669250645995,0.7235142118863049,5.090909090909092
"Beef, Asparagus and Tofu Stir-Fry Recipe",0.05333333333333334,0.49333333333333335,0.08,0.24,0.013333333333333334,0.04,0.05333333333333334,0.013333333333333334,0.0,0.013333333333333334,https://cooking.nytimes.com/recipes/778503009-beef-asparagus-and-tofu-stir-fry,75.0,0.12,0.30666666666666664,0.5733333333333334,4.777777777777779
Beet and Cucumber Salad Recipe,0.0,0.5555555555555556,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,https://cooking.nytimes.com/recipes/1027374-beet-and-cucumber-salad,9.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,2.5000000000000004
Bengali-Style Mustard Oil Fish Recipe,0.09090909090909091,0.2727272727272727,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.18181818181818182,0.045454545454545456,0.13636363636363635,https://cooking.nytimes.com/recipes/1024018-bengali-style-mustard-oil-fish,22.0,0.3181818181818182,0.2727272727272727,0.4090909090909091,1.2857142857142858
Berry Hand Pies Recipe,0.08571428571428572,0.5428571428571428,0.0,0.17142857142857143,0.0,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.0,0.0,https://cooking.nytimes.com/recipes/1021240-berry-hand-pies,35.0,0.2,0.2571428571428571,0.5428571428571428,2.714285714285714
Best Oatmeal Chocolate Chip Muffins Recipe,0.0,0.6904761904761905,0.023809523809523808,0.047619047619047616,0.0,0.023809523809523808,0.09523809523809523,0.11904761904761904,0.0,0.0,https://cooking.nytimes.com/recipes/1026643-oatmeal-chocolate-chip-muffins,42.0,0.23809523809523808,0.047619047619047616,0.7142857142857143,3.0000000000000004
Best Thanksgiving Leftovers Sandwich Recipe,0.2761904761904762,0.4666666666666667,0.06666666666666667,0.02857142857142857,0.0,0.0,0.01904761904761905,0.08571428571428572,0.0,0.05714285714285714,https://cooking.nytimes.com/recipes/1021605-best-thanksgiving-leftovers-sandwich,105.0,0.10476190476190476,0.3619047619047619,0.5333333333333333,5.090909090909091
Bhel Puri for a Party  Recipe,0.1,0.2,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.1,https://cooking.nytimes.com/recipes/1026180-bhel-puri-for-a-party,10.0,0.1,0.7,0.2,2.0
Birthday Cake Blondies Recipe,0.04918032786885246,0.3770491803278688,0.19672131147540983,0.11475409836065574,0.01639344262295082,0.06557377049180328,0.08196721311475409,0.08196721311475409,0.0,0.01639344262295082,https://cooking.nytimes.com/recipes/1025179-birthday-cake-blondies,61.0,0.2459016393442623,0.18032786885245902,0.5737704918032787,2.333333333333333
Biscochitos Recipe,0.06,0.36,0.08,0.1,0.0,0.02,0.08,0.06,0.22,0.02,https://cooking.nytimes.com/recipes/1026315-biscochitos,50.0,0.38,0.18,0.44,1.1578947368421053
Bits and Pieces Party Cheese Ball Recipe,0.08791208791208792,0.5934065934065934,0.16483516483516483,0.10989010989010989,0.0,0.0,0.02197802197802198,0.02197802197802198,0.0,0.0,https://cooking.nytimes.com/recipes/1018455-bits-and-pieces-party-cheese-ball,91.0,0.04395604395604396,0.1978021978021978,0.7582417582417582,17.249999999999996
Black Lime Salmon Recipe,0.028985507246376812,0.3188405797101449,0.057971014492753624,0.2318840579710145,0.10144927536231885,0.057971014492753624,0.057971014492753624,0.028985507246376812,0.0,0.11594202898550725,https://cooking.nytimes.com/recipes/1025467-black-lime-salmon,69.0,0.2463768115942029,0.37681159420289856,0.37681159420289856,1.5294117647058822
Black-Eyed Peas With Pork Belly and Greens Recipe,0.0625,0.375,0.0,0.21875,0.0,0.0,0.0625,0.09375,0.0625,0.125,https://cooking.nytimes.com/recipes/1027609-black-eyed-peas-with-pork-belly-and-greens,32.0,0.21875,0.40625,0.375,1.7142857142857142
Blood Orange Gelato Recipe,0.0,0.0,0.11764705882352941,0.23529411764705882,0.0,0.0,0.0,0.23529411764705882,0.11764705882352941,0.29411764705882354,https://cooking.nytimes.com/recipes/1027736-blood-orange-gelato,17.0,0.35294117647058826,0.5294117647058824,0.11764705882352941,0.3333333333333333
Blue Cheese-Stuffed Dates Recipe,0.07692307692307693,0.6538461538461539,0.19230769230769232,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,https://cooking.nytimes.com/recipes/764613763-blue-cheese-stuffed-dates,26.0,0.07692307692307693,0.07692307692307693,0.8461538461538461,11.0
Blueberry Crumb Cake Recipe,0.0,0.4666666666666667,0.23333333333333334,0.06666666666666667,0.0,0.03333333333333333,0.1,0.03333333333333333,0.0,0.06666666666666667,https://cooking.nytimes.com/recipes/1015511-blueberry-crumb-cake,30.0,0.16666666666666666,0.13333333333333333,0.7,4.2
Blueberry Danish Tart Recipe,0.0,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.058823529411764705,0.0,0.0,0.0,0.0,0.4117647058823529,https://cooking.nytimes.com/recipes/782330464-blueberry-danish-tart,17.0,0.058823529411764705,0.7058823529411765,0.23529411764705882,4.0
Blueberry-Lemon Almond Cookies Recipe,0.04878048780487805,0.34146341463414637,0.0975609756097561,0.24390243902439024,0.0,0.04878048780487805,0.0,0.17073170731707318,0.0,0.04878048780487805,https://cooking.nytimes.com/recipes/1026375-blueberry-lemon-almond-cookies,41.0,0.21951219512195122,0.34146341463414637,0.43902439024390244,2.0
Bobotie (Meat and Egg Casserole) Recipe,0.09523809523809523,0.19047619047619047,0.0,0.14285714285714285,0.0,0.0,0.047619047619047616,0.0,0.42857142857142855,0.09523809523809523,https://cooking.nytimes.com/recipes/769017919-bobotie-meat-and-egg-casserole,21.0,0.47619047619047616,0.3333333333333333,0.19047619047619047,0.4
"Bomdong Bibimbap (Spring Cabbage, Rice and Eggs) Recipe",0.045454545454545456,0.5227272727272727,0.18181818181818182,0.11363636363636363,0.045454545454545456,0.0,0.022727272727272728,0.045454545454545456,0.0,0.022727272727272728,https://cooking.nytimes.com/recipes/774304354-bomdong-bibimbap-spring-cabbage-rice-and-eggs,44.0,0.11363636363636363,0.18181818181818182,0.7045454545454546,6.2
Boozy Apple Crunch Cake Recipe,0.06832298136645963,0.33540372670807456,0.049689440993788817,0.19254658385093168,0.0,0.13664596273291926,0.062111801242236024,0.14906832298136646,0.0,0.006211180124223602,https://cooking.nytimes.com/recipes/1027335-boozy-apple-crunch-cake,161.0,0.34782608695652173,0.2670807453416149,0.38509316770186336,1.1071428571428572
Borsch With Fish Recipe,0.0625,0.46875,0.0625,0.28125,0.0,0.0,0.0,0.0625,0.0,0.0625,https://cooking.nytimes.com/recipes/1023163-borsch-with-fish,32.0,0.0625,0.40625,0.53125,8.5
Boulèts (Epis-Spiced Meatballs) Recipe,0.09090909090909091,0.18181818181818182,0.0,0.6363636363636364,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,https://cooking.nytimes.com/recipes/1026560-boulets-epis-spiced-meatballs,11.0,0.09090909090909091,0.7272727272727273,0.18181818181818182,2.0
Braised Broccoli Pasta Recipe,0.036585365853658534,0.5121951219512195,0.14634146341463414,0.06097560975609756,0.0,0.07317073170731707,0.036585365853658534,0.12195121951219512,0.0,0.012195121951219513,https://cooking.nytimes.com/recipes/1025299-braised-broccoli-pasta,82.0,0.23170731707317074,0.10975609756097561,0.6585365853658537,2.8421052631578947
Braised Chicken With Rosemary and Crispy Artichokes Recipe,0.0,0.48148148148148145,0.0,0.25925925925925924,0.07407407407407407,0.0,0.037037037037037035,0.14814814814814814,0.0,0.0,https://cooking.nytimes.com/recipes/1027735-braised-chicken-with-rosemary-and-crispy-artichokes,27.0,0.25925925925925924,0.25925925925925924,0.48148148148148145,1.8571428571428572
Braised Kimchi Chicken With Sweet Potatoes Recipe,0.1,0.43333333333333335,0.03333333333333333,0.23333333333333334,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.0,0.0,https://cooking.nytimes.com/recipes/774285097-braised-kimchi-chicken-with-sweet-potatoes,30.0,0.2,0.3333333333333333,0.4666666666666667,2.333333333333333
Braised Lemon Pepper Chicken Legs Recipe,0.1111111111111111,0.3333333333333333,0.0,0.16666666666666666,0.0,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.0,0.05555555555555555,https://cooking.nytimes.com/recipes/1027331-braised-lemon-pepper-chicken-legs,18.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
Braised Peppers and Onions Recipe,0.02564102564102564,0.4358974358974359,0.10256410256410256,0.20512820512820512,0.0,0.02564102564102564,0.15384615384615385,0.02564102564102564,0.0,0.02564102564102564,https://cooking.nytimes.com/recipes/1021461-braised-peppers-and-onions,39.0,0.20512820512820512,0.2564102564102564,0.5384615384615384,2.625
Braised Pork With Leeks and Mushrooms Recipe,0.0,0.4594594594594595,0.10810810810810811,0.2972972972972973,0.009009009009009009,0.018018018018018018,0.04504504504504504,0.036036036036036036,0.0,0.02702702702702703,https://cooking.nytimes.com/recipes/1026793-braised-pork-with-leeks-and-mushrooms,111.0,0.10810810810810811,0.32432432432432434,0.5675675675675675,5.249999999999999
"Braised Pork With Lemon, Olives and Tomatoes Recipe",0.0,0.5048543689320388,0.11650485436893204,0.21359223300970873,0.0,0.019417475728155338,0.0970873786407767,0.02912621359223301,0.0,0.019417475728155338,https://cooking.nytimes.com/recipes/1027574-braised-pork-with-lemon-olives-and-tomatoes,103.0,0.14563106796116504,0.23300970873786409,0.6213592233009708,4.266666666666667
Braised Short Ribs With Peanuts and Anchovies Recipe,0.0,0.3125,0.125,0.1875,0.0,0.0,0.375,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1023954-braised-short-ribs-with-peanuts-and-anchovies,16.0,0.375,0.1875,0.4375,1.1666666666666667
Bratwurst With Caramelized Onions and Chakalaka Recipe,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,https://cooking.nytimes.com/recipes/1027146-bratwurst-with-caramelized-onions-and-chakalaka,5.0,0.8,,0.2,0.25
Breakfast Enchiladas Recipe,0.037037037037037035,0.5185185185185185,0.0,0.07407407407407407,0.0,0.2222222222222222,0.037037037037037035,0.0,0.1111111111111111,0.0,https://cooking.nytimes.com/recipes/1027591-breakfast-enchiladas,27.0,0.37037037037037035,0.1111111111111111,0.5185185185185185,1.4
Brioche Recipe,0.05128205128205128,0.07692307692307693,0.05128205128205128,0.5641025641025641,0.0,0.0,0.05128205128205128,0.1794871794871795,0.0,0.02564102564102564,https://cooking.nytimes.com/recipes/1026116-brioche,39.0,0.23076923076923078,0.6410256410256411,0.1282051282051282,0.5555555555555555
Broccoli With Sizzled Nuts and Dates Recipe,0.03529411764705882,0.611764705882353,0.2,0.058823529411764705,0.0,0.011764705882352941,0.011764705882352941,0.058823529411764705,0.0,0.011764705882352941,https://cooking.nytimes.com/recipes/1024947-broccoli-with-sizzled-nuts-and-dates,85.0,0.08235294117647059,0.10588235294117647,0.8117647058823529,9.857142857142858
Broiled Wild Salmon and Peppers Recipe,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,https://cooking.nytimes.com/recipes/774363213-broiled-wild-salmon-and-peppers,3.0,0.3333333333333333,,0.6666666666666666,2.0
Broiler-Popped Oysters With Tomato Butter Recipe,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,https://cooking.nytimes.com/recipes/1027152-broiler-popped-oysters-with-tomato-butter,7.0,0.2857142857142857,0.14285714285714285,0.5714285714285714,2.0
Brothy Spinach and Peas Pasta  Recipe,0.0,0.6341463414634146,0.12195121951219512,0.12195121951219512,0.0,0.0,0.04878048780487805,0.024390243902439025,0.0,0.04878048780487805,https://cooking.nytimes.com/recipes/777577938-brothy-spinach-and-peas-pasta,41.0,0.07317073170731707,0.17073170731707318,0.7560975609756098,10.333333333333334
Brothy Tomato Rice Soup Recipe,0.0392156862745098,0.7254901960784313,0.049019607843137254,0.09803921568627451,0.0,0.00980392156862745,0.029411764705882353,0.0196078431372549,0.0,0.029411764705882353,https://cooking.nytimes.com/recipes/1027056-brothy-tomato-rice-soup,102.0,0.058823529411764705,0.16666666666666666,0.7745098039215687,13.166666666666668
Brown Butter Cornmeal Cake Recipe,0.2328767123287671,0.1506849315068493,0.0547945205479452,0.2465753424657534,0.0136986301369863,0.0821917808219178,0.0821917808219178,0.0958904109589041,0.0,0.0410958904109589,https://cooking.nytimes.com/recipes/1027643-brown-butter-cornmeal-cake,73.0,0.273972602739726,0.5205479452054794,0.2054794520547945,0.75
Brown Butter Scrambled Eggs Recipe,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,https://cooking.nytimes.com/recipes/764614127-brown-butter-scrambled-eggs,14.0,0.21428571428571427,0.21428571428571427,0.5714285714285714,2.6666666666666665
Brown-Butter Mashed Potatoes Recipe,0.0641025641025641,0.4230769230769231,0.08974358974358974,0.15384615384615385,0.0,0.01282051282051282,0.05128205128205128,0.1282051282051282,0.01282051282051282,0.0641025641025641,https://cooking.nytimes.com/recipes/1024792-brown-butter-mashed-potatoes,78.0,0.20512820512820512,0.28205128205128205,0.5128205128205128,2.5
Brown-Butter Toffee Sandwich Cookies Recipe,0.0,0.4491525423728814,0.15254237288135594,0.11864406779661017,0.025423728813559324,0.03389830508474576,0.025423728813559324,0.15254237288135594,0.0,0.0423728813559322,https://cooking.nytimes.com/recipes/1022676-brown-butter-toffee-sandwich-cookies,118.0,0.23728813559322035,0.16101694915254236,0.6016949152542372,2.5357142857142856
